no,acc_count1,acc_count2,acc_count3
1319,38,60,15.5
1320,38,60,11.66666666
1321,38,60,25.5
1322,38,35,20
1323,38,60,10
1324,38,60,18.497
1325,38,60,23.5
1326,37,60,23.33333333
1327,37,60,22
1328,37,60,24.33333333
1329,37,60,21.33333333
1330,37,30,22.5
1331,37,46.66666666,10.66666666
1332,37,60,13.33333333
1333,37,50,25
1334,37,50,14.33333333
1335,37,50,16.33333333
1336,37,43.33333333,37
1337,37,52.5,18.66666666
1338,37,50,35
1339,37,45,19
1340,37,50,18
1341,37,60,37.5
1342,37,52.5,22.66666666
1343,37,52.5,17.5
1344,37,60,22.5
1345,37,50,28.33333333
1346,37,60,33
1347,37,60,23.75
1348,37,60,23.25
1349,37,52.5,16
1350,37,30,19.33333333
1351,37,50,15.33333333
1352,37,50,11
1353,37,50,16.75
1354,37,60,13.5
1355,37,36.66666666,10.75
1356,37,55.71428571,11.75
1357,37,55.71428571,13.5
1358,37,60,45
1359,37,37.5,11
1360,37,60,26.5
1361,37,37.5,16
1362,37,73.33333333,23
1363,37,60,34.66666666
1364,37,50,23
1365,37,60,20
1366,37,60,45
1367,37,50,12.25
1368,37,60,13.33333333
1369,37,60,16.5
1370,37,60,26
1371,37,55,16
1372,37,60,20.5
1373,36,60,18
1374,36,56.66666666,20.66666666
1375,36,53.33333333,17
1376,36,60,19.33333333
1377,36,51.42857142,12
1378,36,70,32.5
1379,36,40,9.333333333
1380,36,60,20
1381,36,30,11
1382,36,43.33333333,21.4865
1383,36,43.33333333,17.5
1384,36,60,15
1385,36,50,22
1386,36,30,15
1387,36,50,36.66666666
1388,36,60,39
1389,36,60,14
1390,36,60,40
1391,36,60,39.5
1392,36,52.5,23.66666666
1393,36,50,30
1394,36,43.33333333,9.5
1395,36,60,13.5
1396,36,53.33333333,25
1397,36,50,21.5
1398,36,50,11.66666666
1399,36,50,22.33333333
1400,36,40,18
1401,36,57.5,25
1402,36,63.33333333,26
1403,36,30,13.66666666
1404,36,60,15
1405,35,50,27.33333333
1406,35,60,19.66666666
1407,35,65,50
1408,35,50,19.33333333
1409,35,37.5,12
1410,35,50,17.5
1411,35,35,18
1412,35,56.66666666,23.33333333
1413,35,45,13
1414,35,60,16.66666666
1415,35,50,18.66666666
1416,35,36.66666666,12.33333333
1417,35,36.66666666,10
1418,35,60,26
1419,35,60,15
1420,35,50,14.33333333
1421,35,40,22
1422,35,60,21
1423,35,60,18.66666666
1424,35,52.5,24.33333333
1425,35,47.5,27.5
1426,35,57.5,9.333333333
1427,35,50,20
1428,35,50,33.66666666
1429,35,50,26
1430,35,60,17
1431,35,60,24
1432,35,50,23
1433,35,60,36.5
1434,35,37.5,25
1435,35,36.66666666,13.66666666
1436,35,52.5,26
1437,35,30,35
1438,35,47.14285714,15.5
1439,35,52.5,13.66666666
1440,35,56.66666666,7
1441,34,50,25
1442,34,50,18
1443,34,60,18
1444,34,60,21.33333333
1445,34,60,24.66666666
1446,34,50,29
1447,34,50,17
1448,34,30,6.5
1449,34,37.5,27.3075
1450,34,60,21.5
1451,34,50,24.66666666
1452,34,60,18
1453,34,37.5,10.66666666
1454,34,30,2
1455,34,60,9.333333333
1456,34,60,10.5
1457,34,52.5,10
1458,34,60,30
1459,34,47.14285714,22
1460,34,50,17.5
1461,34,40,9.333333333
1462,34,46.66666666,12
1463,34,52.5,15
1464,34,50,23
1465,34,37.5,14
1466,34,47.14285714,19
1467,34,50,16.5
1468,34,50,18.5
1469,34,50,12.5
1470,34,53.33333333,13.5
1471,34,60,20
1472,34,60,22.5
1473,34,50,12.33333333
1474,34,50,10.66666666
1475,34,55,11.66666666
1476,34,60,25
1477,34,60,14
1478,34,43.33333333,21.5
1479,34,60,28
1480,34,50,20
1481,34,50,20
1482,34,60,14
1483,33,52.5,16.66666666
1484,33,45,21.33333333
1485,33,55,16.33333333
1486,33,50,17.33333333
1487,33,50,31
1488,33,32.5,14
1489,33,45,10.33333333
1490,33,50,25
1491,33,50,26
1492,33,40,9.333333333
1493,33,50,18.5
1494,33,60,6
1495,33,50,18.33333333
1496,33,60,11
1497,33,36.66666666,18.5
1498,33,60,12.5
1499,33,40,19
1500,33,47.5,12.33333333
1501,33,50,22
1502,33,50,21.5
1503,33,40,22
1504,33,40,8
1505,33,52.5,35
1506,33,60,18
1507,33,60,25
1508,33,60,35
1509,33,40,13.5
1510,33,50,15
1511,33,60,18.66666666
1512,33,30,10.33333333
1513,33,52.85714285,15
1514,33,60,16.5
1515,33,50,16.5
1516,33,60,27.5
1517,33,53.33333333,27
1518,33,60,32
1519,33,50,19.5
1520,33,30,18.25
1521,33,60,24
1522,33,50,16
1523,33,52.5,23.5
1524,33,53.33333333,18.33333333
1525,33,50,11.33333333
1526,33,50,28
1527,33,56.66666666,100
1528,33,60,28.33333333
1529,33,60,22.5
1530,33,60,23
1531,33,60,17.5
1532,32,30,8.666666666
1533,32,60,18
1534,32,60,26
1535,32,60,17.66666666
1536,32,60,18.5
1537,32,60,18.5
1538,32,50,13.66666666
1539,32,60,24.66666666
1540,32,52.5,17.66666666
1541,32,60,12
1542,32,52.5,20
1543,32,50,17
1544,32,60,13.66666666
1545,32,50,18
1546,32,50,9.666666666
1547,32,60,2
1548,32,60,9
1549,32,60,11
1550,32,60,27.75
1551,32,50,21
1552,32,60,17.5
1553,32,60,11.33333333
1554,32,50,15
1555,32,50,18
1556,32,60,21.5
1557,32,60,8.5
1558,32,50,23
1559,32,50,18.75
1560,32,60,23.5
1561,32,60,17.5
1562,32,50,20.5
1563,32,50,20
1564,32,60,32
1565,32,52.5,14.66666666
1566,32,46.66666666,13
1567,32,50,14.66666666
1568,32,50,11.5
1569,32,60,20
1570,32,40,16.5
1571,32,50,9.333333333
1572,32,46.66666666,11
1573,32,45,16.33333333
1574,32,52.5,19.5
1575,32,50,15.66666666
1576,32,36,10
1577,32,42,18.5
1578,32,60,22.5
1579,32,50,27.5
1580,32,50,10
1581,32,60,21
1582,32,46.66666666,14
1583,32,60,10
1584,32,60,16.66666666
1585,32,50,41
1586,32,52.5,14.33333333
1587,32,55,18.66666666
1588,31,50,29
1589,31,52.5,17.33333333
1590,31,50,20.5
1591,31,50,27.33333333
1592,31,45,27.5
1593,31,63.33333333,21
1594,31,45,14.66666666
1595,31,36.66666666,11.33333333
1596,31,45,15.5
1597,31,50,21.66666666
1598,31,40,7
1599,31,56.66666666,40
1600,31,60,25
1601,31,50,13.5
1602,31,52.5,12
1603,31,60,16
1604,31,60,16
1605,31,60,13.5
1606,31,40,21.5
1607,31,60,13
1608,31,40,21
1609,31,33.33333333,8.5
1610,31,60,26
1611,31,60,22.5
1612,31,60,15.33333333
1613,31,45,20
1614,31,60,15
1615,31,45,10.2
1616,31,60,20
1617,31,50,14.33333333
1618,31,33.33333333,15.66666666
1619,31,60,14.5
1620,31,60,30
1621,31,45,11
1622,31,45,12.5
1623,31,60,17.66666666
1624,31,40,11.33333333
1625,31,30,10.66666666
1626,31,37.5,18.5
1627,31,45,18.5
1628,31,50,24
1629,31,52.5,24
1630,31,60,35
1631,31,55,19
1632,31,53.33333333,38.5
1633,31,42.5,11
1634,31,32.5,15.33333333
1635,31,52.5,21.85
1636,31,50,28
1637,31,60,14.5
1638,31,60,16
1639,30,50,22
1640,30,30,17.5
1641,30,50,16.33333333
1642,30,50,43
1643,30,35,15
1644,30,53.33333333,26
1645,30,50,17.5
1646,30,43.33333333,14
1647,30,50,23.5
1648,30,52.5,22.5
1649,30,40,5.666666666
1650,30,48,19.33333333
1651,30,43.33333333,11.33333333
1652,30,60,6
1653,30,50,20.5
1654,30,42.85714285,20
1655,30,52.5,24.66666666
1656,30,50,21.5
1657,30,56.66666666,22
1658,30,30,13
1659,30,45,12.66666666
1660,30,50,15.66666666
1661,30,50,16.5
1662,30,52.5,12.66666666
1663,30,60,11
1664,30,60,31.25
1665,30,50,18
1666,30,60,13.5
1667,30,60,17
1668,30,52.5,25.5
1669,30,60,15.33333333
1670,30,50,25
1671,30,53.33333333,16.66666666
1672,30,50,21
1673,30,60,12.66666666
1674,30,60,19.66666666
1675,30,50,30
1676,30,50,12.66666666
1677,30,60,23
1678,30,40,23.5
1679,30,50,21.5
1680,30,50,50
1681,30,60,20
1682,30,60,16.66666666
1683,30,53.33333333,19.5
1684,30,50,15.66666666
1685,30,60,14
1686,29,50,21
1687,29,60,26
1688,29,50,22.5
1689,29,53.33333333,21.33333333
1690,29,60,8.666666666
1691,29,60,14.66666666
1692,29,60,14
1693,29,66.66666666,24.75
1694,29,60,10.5
1695,29,60,12
1696,29,60,27
1697,29,30,16.33333333
1698,29,50,31
1699,29,50,12.33333333
1700,29,53.33333333,12.66666666
1701,29,50,16.33333333
1702,29,60,20
1703,29,60,7.333333333
1704,29,50,17
1705,29,40,12
1706,29,53.33333333,18.5
1707,29,30,17.66666666
1708,29,52.5,16
1709,29,50,14
1710,29,40,18
1711,29,37.5,21.5
1712,29,40,19.5
1713,29,60,12.33333333
1714,29,50,23.5
1715,29,50,30
1716,29,37.5,12
1717,29,66.66666666,35
1718,29,55,13.5
1719,29,56,32
1720,29,50,15
1721,29,36,8
1722,29,43.33333333,19.5
1723,29,53.33333333,28.5
1724,29,60,30.5
1725,29,35,24
1726,29,36,14
1727,29,50,25.5
1728,29,70,18.5
1729,29,42,18
1730,29,45,26.66666666
1731,29,40,17
1732,29,50,50
1733,29,60,20
1734,29,50,14
1735,29,53.33333333,20
1736,29,42.5,12
1737,29,60,15.5
1738,29,60,17
1739,29,36.66666666,31
1740,29,60,10.33333333
1741,29,55,30
1742,29,60,34
1743,29,45,10.5
1744,29,60,34
1745,29,50,6
1746,28,60,26
1747,28,60,20.5
1748,28,30,18.33333333
1749,28,40,22
1750,28,60,30
1751,28,52.5,10.5
1752,28,53.33333333,21.33333333
1753,28,50,16
1754,28,40,30.5
1755,28,66.66666666,39
1756,28,60,11
1757,28,60,11
1758,28,50,17.66666666
1759,28,26.66666666,19.33333333
1760,28,60,19
1761,28,52.5,7.333333333
1762,28,52.5,16.33333333
1763,28,60,22.5
1764,28,40,21.5
1765,28,60,22.5
1766,28,57.14285714,20
1767,28,60,28.33333333
1768,28,60,22
1769,28,60,22.5
1770,28,50,39
1771,28,50,22.5
1772,28,53.33333333,12
1773,28,54.28571428,13.9
1774,28,45,18.5
1775,28,52.5,15.66666666
1776,28,46.66666666,21
1777,28,50,22
1778,28,38.57142857,20
1779,28,55,23.66666666
1780,28,60,19.5
1781,28,60,22
1782,28,43.33333333,18.66666666
1783,28,60,23
1784,28,60,23
1785,28,45,18.5
1786,28,60,23
1787,28,37.5,23.33333333
1788,28,60,23
1789,28,45,16.66666666
1790,28,46.66666666,16
1791,28,60,15
1792,28,50,9
1793,28,60,14
1794,28,60,35
1795,28,45,26.5
1796,28,47.5,18
1797,28,60,30
1798,28,50,21.5
1799,28,40,13
1800,28,40,12.33333333
1801,28,50,17
1802,27,60,24.66666666
1803,27,52.5,20.66666666
1804,27,60,21.33333333
1805,27,40,21.33333333
1806,27,50,18
1807,27,45,12.33333333
1808,27,43.33333333,11.5
1809,27,33.33333333,10
1810,27,50,15.5
1811,27,40,14.66666666
1812,27,50,11.33333333
1813,27,50,10.66666666
1814,27,30,17
1815,27,52.5,30.0575
1816,27,60,31
1817,27,52.5,19
1818,27,55,23.33333333
1819,27,50,30
1820,27,50,13.5
1821,27,60,17.5
1822,27,60,22
1823,27,53.33333333,19.5
1824,27,45,11
1825,27,50,18.5
1826,27,30,12.33333333
1827,27,45,8
1828,27,50,20
1829,27,50,20
1830,27,50,11.5
1831,27,50,19.5
1832,27,50,14.33333333
1833,27,50,30
1834,27,50,20
1835,27,30,17.5
1836,27,50,12.66666666
1837,27,53.33333333,18.33333333
1838,27,55,20
1839,27,30,12
1840,27,50,19
1841,27,46.66666666,12.33333333
1842,27,40,20.5
1843,27,37.5,10.5
1844,27,45,11.33333333
1845,27,60,31
1846,27,45,18
1847,27,50,11.5
1848,27,50,22
1849,27,53.33333333,24
1850,27,56,24
1851,27,50,22.66666666
1852,27,52.5,35
1853,27,60,30
1854,27,60,17.5
1855,27,53.33333333,30
1856,27,60,9
1857,27,33.33333333,13.5
1858,27,50,14
1859,27,60,22.25
1860,27,60,12
1861,27,56.66666666,20
1862,27,50,13.66666666
1863,27,52.5,40
1864,27,50,22
1865,26,50,20.33333333
1866,26,47.5,21.66666666
1867,26,47.5,13.66666666
1868,26,50,23.5
1869,26,45,10
1870,26,50,14
1871,26,50,23.5
1872,26,60,11.5
1873,26,60,30
1874,26,30,7.666666666
1875,26,50,22.1605
1876,26,50,30
1877,26,52.5,21
1878,26,60,10.5
1879,26,48,21
1880,26,56,18
1881,26,60,21
1882,26,40,16.5
1883,26,60,2.5
1884,26,55,24
1885,26,40,11
1886,26,50,16
1887,26,50,5.5
1888,26,60,25
1889,26,30,15.33333333
1890,26,60,14.5
1891,26,60,14.6875
1892,26,42.85714285,9.666666666
1893,26,50,18.5
1894,26,30,12
1895,26,60,11
1896,26,36.66666666,15
1897,26,52.5,20
1898,26,60,6.666666666
1899,26,43.33333333,18.5
1900,26,60,11.66666666
1901,26,50,16.5
1902,26,60,17.66666666
1903,26,40,21
1904,26,40,17
1905,26,60,10.5
1906,26,52.5,39.5
1907,26,50,22.5
1908,26,53.33333333,46
1909,26,42,22.8
1910,26,32.5,11
1911,26,50,21.5
1912,26,50,20.5
1913,26,30,7.666666666
1914,26,52.5,25.5
1915,26,60,13
1916,26,50,46
1917,26,45,19.66666666
1918,26,30,10.5
1919,26,40,23.5
1920,26,40,17
1921,26,60,20
1922,26,50,20.75
1923,26,60,22.5
1924,26,50,14.66666666
1925,26,60,15.5
1926,26,30,28.33333333
1927,26,30,25
1928,26,60,15.66666666
1929,26,60,30
1930,26,55,7
1931,26,50,17
1932,26,36.66666666,14.33333333
1933,26,50,13.5
1934,25,50,29
1935,25,50,18
1936,25,60,18.5
1937,25,52.5,30
1938,25,45,20
1939,25,32.5,15
1940,25,47.5,20.33333333
1941,25,46.66666666,11.33333333
1942,25,50,13
1943,25,50,10.33333333
1944,25,60,9.5
1945,25,60,17
1946,25,50,13
1947,25,50,18.5
1948,25,30,10
1949,25,60,17
1950,25,52.5,13
1951,25,45,8
1952,25,45,10.66666666
1953,25,60,17.5
1954,25,52.5,12.5
1955,25,52.5,20.33333333
1956,25,60,15
1957,25,40,12.5
1958,25,50,11.33333333
1959,25,45,11.5
1960,25,50,16
1961,25,40,13
1962,25,35,18
1963,25,50,39
1964,25,40,33
1965,25,53.33333333,22
1966,25,35,19
1967,25,52.5,18.66666666
1968,25,50,31.5
1969,25,54,35
1970,25,50,17.5
1971,25,57.5,32.16666666
1972,25,50,30
1973,25,60,13.5
1974,25,50,15.86666666
1975,25,37.5,17.5
1976,25,30,12
1977,25,50,48
1978,25,60,34
1979,25,56,40.5
1980,25,45,10.66666666
1981,25,52.5,22.75
1982,25,60,11.5
1983,25,52.5,25.5
1984,25,66.66666666,21.5
1985,25,55,19.33333333
1986,25,50,36
1987,25,63.33333333,21
1988,25,47.5,30
1989,25,30,18
1990,25,30,18.5
1991,25,66.66666666,29.66666666
1992,25,73.33333333,31.5
1993,25,50,13.33333333
1994,25,60,15.5
1995,25,45,15.33333333
1996,25,53.33333333,22.33333333
1997,25,60,27
1998,25,50,20.5
1999,25,60,19.5
2000,25,60,9.5
2001,25,56.66666666,17
2002,25,60,19
2003,25,50,18.5
2004,25,60,34.5
2005,25,60,25
2006,24,60,21
2007,24,45,14.33333333
2008,24,50,15.33333333
2009,24,60,35
2010,24,60,40.66666666
2011,24,46.66666666,12.33333333
2012,24,50,12
2013,24,30,9
2014,24,45,24
2015,24,37.5,17
2016,24,62,36.74333333
2017,24,60,16
2018,24,60,22
2019,24,60,8
2020,24,50,25
2021,24,60,11
2022,24,50,8.5
2023,24,66.66666666,20.5
2024,24,50,18.33333333
2025,24,60,31
2026,24,53.33333333,20.5
2027,24,60,22.5
2028,24,30,10.33333333
2029,24,52.5,17.66666666
2030,24,60,29
2031,24,52.85714285,19
2032,24,60,21.5
2033,24,60,14.33333333
2034,24,35,15
2035,24,30,10.66666666
2036,24,47.5,23
2037,24,60,28.5
2038,24,40,31
2039,24,60,22
2040,24,52.5,21
2041,24,50,13
2042,24,50,13.33333333
2043,24,30,11
2044,24,45,17.5
2045,24,50,24
2046,24,50,21
2047,24,60,10.66666666
2048,24,50,30
2049,24,50,18.5
2050,24,38.75,9
2051,24,36.66666666,14.5
2052,24,50,14.5
2053,24,60,34.5
2054,24,30,15.5
2055,24,55,21.33333333
2056,24,47.5,14.66666666
2057,24,50,17.5
2058,24,40,13.5
2059,24,60,32
2060,24,50,16.5
2061,24,53.33333333,34.5
2062,24,50,24
2063,24,37.5,17.5
2064,24,52.5,20
2065,24,60,50
2066,24,60,32.5
2067,24,30,9.666666666
2068,24,60,26
2069,24,50,23.5
2070,24,60,20.5
2071,24,60,24.52533333
2072,24,60,25
2073,24,60,23
2074,24,60,11.75
2075,24,50,14
2076,24,50,12.75
2077,23,55,22.5
2078,23,45,18.33333333
2079,23,50,50
2080,23,45,17
2081,23,53.33333333,24
2082,23,50,10
2083,23,52.5,20
2084,23,37.5,13
2085,23,52.5,8.666666666
2086,23,30,24.5
2087,23,66.66666666,21
2088,23,60,14
2089,23,60,24.33333333
2090,23,60,13
2091,23,60,10
2092,23,53.33333333,20
2093,23,50,26
2094,23,63.33333333,21
2095,23,30,12
2096,23,50,9
2097,23,36.66666666,16
2098,23,46.66666666,19.5
2099,23,50,15.66666666
2100,23,60,33
2101,23,46.66666666,20
2102,23,50,16.66666666
2103,23,50,22.66666666
2104,23,60,12
2105,23,50,15.5
2106,23,60,32.5
2107,23,32.5,15
2108,23,50,26
2109,23,52.5,19.33333333
2110,23,50,14
2111,23,60,25
2112,23,66.66666666,35
2113,23,50,18
2114,23,35,10
2115,23,43.33333333,12.33333333
2116,23,30,13
2117,23,60,9.25
2118,23,52.5,12.33333333
2119,23,60,16.5
2120,23,60,20.5
2121,23,53.33333333,37
2122,23,53.33333333,20.5
2123,23,47.5,17
2124,23,60,17
2125,23,45,16.33333333
2126,23,53.33333333,16.5
2127,23,60,43
2128,23,50,16
2129,23,30,23
2130,23,73.33333333,23
2131,23,60,19.5
2132,23,50,21.5
2133,23,60,20
2134,23,45,22.66666666
2135,23,30,11.33333333
2136,23,60,25
2137,23,60,14.66666666
2138,23,33.33333333,12.66666666
2139,23,36.66666666,12.5
2140,23,60,6
2141,23,60,19
2142,23,30,15.5
2143,23,60,25.66666666
2144,23,50,30
2145,23,60,30
2146,23,50,27
2147,23,60,20
2148,23,50,19.299
2149,23,60,13.7634
2150,23,52.5,15.5
2151,23,60,19.5
2152,23,52.5,10
2153,22,50,20
2154,22,50,31
2155,22,60,14.5
2156,22,50,15.66666666
2157,22,60,11.5
2158,22,55,14
2159,22,50,18.433
2160,22,50,20.5
2161,22,47.5,24
2162,22,52.5,17.5
2163,22,60,8
2164,22,43.33333333,36
2165,22,60,25
2166,22,53.33333333,12
2167,22,50,18
2168,22,60,8
2169,22,52.5,13.33333333
2170,22,30,8
2171,22,46.66666666,11
2172,22,50,23.5
2173,22,60,15.5
2174,22,56.66666666,26
2175,22,43.33333333,22
2176,22,58,18
2177,22,60,14
2178,22,30,8.5
2179,22,45,14
2180,22,50,17.5
2181,22,50,14
2182,22,40,15.33333333
2183,22,30,17.5
2184,22,42.5,11
2185,22,46.66666666,16
2186,22,55,23
2187,22,63.33333333,14.33333333
2188,22,52.5,29
2189,22,60,40
2190,22,50,25
2191,22,45,18
2192,22,45,15.66666666
2193,22,30,40
2194,22,40,10.66666666
2195,22,52.5,10.5
2196,22,30,8.5
2197,22,46.66666666,20
2198,22,52.5,15
2199,22,50,14.33333333
2200,22,52.5,25
2201,22,42,15
2202,22,60,10.66666666
2203,22,45,34
2204,22,40,15.33333333
2205,22,50,14
2206,22,46.66666666,16.5
2207,22,50,15.5
2208,22,50,14.66666666
2209,22,46.66666666,9.333333333
2210,22,50,14
2211,22,40,15
2212,22,52.5,14.33333333
2213,22,60,20
2214,22,52.5,39
2215,22,60,14.52533333
2216,22,50,20
2217,22,50,16.5
2218,22,50,21
2219,22,50,34
2220,22,53.33333333,19.5
2221,21,30,10
2222,21,60,23
2223,21,60,17.66666666
2224,21,50,23
2225,21,60,25.5
2226,21,50,14.33333333
2227,21,50,21
2228,21,47.5,14
2229,21,55,20
2230,21,53.33333333,11.33333333
2231,21,60,16
2232,21,45,21.33333333
2233,21,47.5,18
2234,21,30,24.33333333
2235,21,60,6
2236,21,30,7.666666666
2237,21,50,7.4
2238,21,33.33333333,12.5
2239,21,50,38
2240,21,60,16
2241,21,38,18
2242,21,50,30
2243,21,50,20
2244,21,43.33333333,18.5
2245,21,50,21
2246,21,45,4
2247,21,60,18
2248,21,40,13
2249,21,50,19.5
2250,21,36.66666666,10.5
2251,21,53.33333333,11
2252,21,50,15
2253,21,50,19
2254,21,60,24.5
2255,21,55,25
2256,21,48,21.75
2257,21,60,31
2258,21,60,20
2259,21,33.33333333,16.66666666
2260,21,52.5,21
2261,21,50,8
2262,21,50,12
2263,21,53.33333333,21
2264,21,30,14
2265,21,56.66666666,24.5
2266,21,60,18
2267,21,50,19.5
2268,21,47.14285714,30
2269,21,60,29
2270,21,60,18
2271,21,45,7.666666666
2272,21,40,20
2273,21,60,25
2274,21,45,13.66666666
2275,21,50,15.33333333
2276,21,50,23
2277,21,50,25.5
2278,21,60,24
2279,21,60,38
2280,21,52.5,13
2281,21,53.33333333,28.5
2282,21,40,13
2283,21,45,16
2284,21,50,13.66666666
2285,21,50,15.5
2286,21,60,12
2287,21,60,10
2288,21,50,26
2289,21,50,20.926
2290,21,60,14.66666666
2291,21,60,15
2292,21,60,14.33333333
2293,20,45,19
2294,20,50,25
2295,20,60,21.33333333
2296,20,60,18
2297,20,60,16.5
2298,20,45,33.33333333
2299,20,47.5,17
2300,20,50,20
2301,20,52.5,13.5
2302,20,40,12
2303,20,60,20.5
2304,20,30,13.5
2305,20,30,13
2306,20,30,16.5
2307,20,48,2
2308,20,30,9.333333333
2309,20,60,16.33333333
2310,20,66.66666666,21.5
2311,20,40,12
2312,20,45,11.33333333
2313,20,60,14.33333333
2314,20,46.66666666,8.666666666
2315,20,30,11
2316,20,50,17.5
2317,20,30,18
2318,20,47.5,18
2319,20,52.5,22.25
2320,20,50,13.5
2321,20,60,20
2322,20,50,10.66666666
2323,20,50,19.5
2324,20,30,10.66666666
2325,20,62.22222222,21
2326,20,50,16.33333333
2327,20,55,20
2328,20,66.66666666,45
2329,20,60,17.5
2330,20,50,13.33333333
2331,20,60,19
2332,20,57.5,19.33333333
2333,20,50,18.5
2334,20,50,23
2335,20,45,24.5
2336,20,30,17
2337,20,60,27.5
2338,20,40,15.33333333
2339,20,60,13.33333333
2340,20,45,14.66666666
2341,20,40,13
2342,20,60,11
2343,20,50,18
2344,20,60,17.5
2345,20,50,18.33333333
2346,20,30,35
2347,20,60,10.33333333
2348,20,60,23
2349,20,60,23
2350,20,60,13.66666666
2351,20,50,24
2352,20,50,15.5
2353,20,50,15.5
2354,20,43.33333333,30.986
2355,20,55,10.586
2356,20,60,9.615
2357,19,60,12
2358,19,60,27.5
2359,19,56.66666666,20.33333333
2360,19,37.5,18.33333333
2361,19,50,16
2362,19,60,12.33333333
2363,19,60,18
2364,19,30,8.666666666
2365,19,60,13.66666666
2366,19,40,20
2367,19,40,15.33333333
2368,19,52.5,20.5
2369,19,40,12
2370,19,50,8
2371,19,56.66666666,20
2372,19,50,12.5
2373,19,30,6
2374,19,50,24.37866666
2375,19,53.33333333,16.5
2376,19,50,23
2377,19,30,13.5
2378,19,40,9.5
2379,19,60,7.333333333
2380,19,60,19.5
2381,19,45,7.333333333
2382,19,50,21.25
2383,19,50,18
2384,19,50,15.5
2385,19,30,7.5
2386,19,50,18.5
2387,19,50,13
2388,19,60,26.33333333
2389,19,30,12
2390,19,52.5,25.5
2391,19,60,33
2392,19,50,20
2393,19,40,9
2394,19,30,18.33333333
2395,19,36.66666666,11
2396,19,62.5,40
2397,19,36.66666666,20
2398,19,36.66666666,15.5
2399,19,50,15.66666666
2400,19,50,23
2401,19,48,17
2402,19,50,17.66666666
2403,19,37.5,15
2404,19,50,20
2405,19,50,18.5
2406,19,45,15.5
2407,19,40,23.5
2408,19,57.14285714,26
2409,19,40,29
2410,19,60,9.5
2411,19,50,15.33333333
2412,19,50,35.33333333
2413,19,50,22.5
2414,19,50,37.5
2415,19,52.5,25
2416,19,60,10.33333333
2417,19,50,20
2418,19,60,11
2419,19,50,12.5
2420,19,10,8
2421,19,45,50
2422,19,46.66666666,10.66666666
2423,19,50,14.5
2424,18,60,21.33333333
2425,18,60,21.33333333
2426,18,60,21.33333333
2427,18,60,7
2428,18,46.66666666,18
2429,18,46.66666666,15
2430,18,43.33333333,12.33333333
2431,18,37.5,17.66666666
2432,18,60,22.5
2433,18,50,11.33333333
2434,18,37.5,11
2435,18,70,29
2436,18,30,22
2437,18,37.5,10
2438,18,80,26
2439,18,40,10.5
2440,18,30,13
2441,18,60,6
2442,18,50,32
2443,18,50,14
2444,18,60,17
2445,18,60,22
2446,18,50,14.33333333
2447,18,40,16.5
2448,18,50,30
2449,18,60,10
2450,18,60,25
2451,18,30,17
2452,18,30,13.33333333
2453,18,40,12
2454,18,33.33333333,20.5
2455,18,40,16
2456,18,60,7
2457,18,53.33333333,14
2458,18,50,18
2459,18,50,18
2460,18,52.5,13
2461,18,50,7.666666666
2462,18,50,34
2463,18,53.33333333,35.5
2464,18,35,18
2465,18,36.66666666,24.5
2466,18,50,30.5
2467,18,60,40
2468,18,60,24.5
2469,18,36.66666666,13.33333333
2470,18,60,25.5
2471,18,60,20.66666666
2472,18,50,9.5
2473,18,30,11
2474,18,66.66666666,11
2475,18,60,31
2476,18,50,31
2477,18,36.66666666,12.5
2478,18,60,36
2479,18,40,16.66666666
2480,18,50,12
2481,18,30,13.5
2482,18,55,16
2483,18,60,13
2484,18,50,24
2485,18,50,11
2486,18,30,22
2487,18,50,14.33333333
2488,18,40,13
2489,18,60,35
2490,18,45,20
2491,18,43.33333333,14
2492,18,60,13.66666666
2493,18,60,18
2494,18,50,27
2495,18,60,16
2496,18,45,4.5
2497,18,60,16.33333333
2498,18,60,10
2499,17,30,10.5
2500,17,50,16.33333333
2501,17,50,23
2502,17,52.5,27.5
2503,17,50,30
2504,17,46.66666666,10.5
2505,17,42.5,16.33333333
2506,17,60,19.66666666
2507,17,50,16.5
2508,17,43.33333333,7.5
2509,17,43.33333333,10.66666666
2510,17,40,21.5
2511,17,50,35.115
2512,17,50,7.666666666
2513,17,52.5,13
2514,17,55,9
2515,17,53.33333333,15.5
2516,17,60,12.5
2517,17,50,13
2518,17,60,16
2519,17,60,18.5
2520,17,60,21.66666666
2521,17,45,14
2522,17,60,13
2523,17,55,17.33333333
2524,17,60,10
2525,17,40,12.5
2526,17,50,17.5
2527,17,40,12
2528,17,50,30
2529,17,30,11
2530,17,30,12.33333333
2531,17,50,22
2532,17,50,11.5
2533,17,30,22
2534,17,55,22
2535,17,50,22.5
2536,17,45,11.5
2537,17,45,13
2538,17,50,8.666666666
2539,17,50,23.5
2540,17,40,11.5
2541,17,50,22.5
2542,17,50,20
2543,17,50,14.33333333
2544,17,50,10
2545,17,46.66666666,10
2546,17,50,22
2547,17,66.66666666,18.66666666
2548,17,50,28
2549,17,30,8.5
2550,17,46.66666666,10.5
2551,17,56,20
2552,17,30,7.5
2553,17,30,11.93333333
2554,17,60,16.33333333
2555,17,30,8.5
2556,17,60,48
2557,17,60,19.5
2558,17,36.66666666,10.33333333
2559,17,60,9.666666666
2560,17,52.5,14
2561,17,40,12.33333333
2562,17,40,18
